rating_id,trip_id,rider_rating_for_driver,driver_rating_for_rider,feedback_text
41514,41514,4,4,Smooth trip
41515,41515,4,3,Driver was very polite
41516,41516,5,3,
41517,41517,4,5,"Great ride, on time!"
41518,41518,,,
41519,41519,5,4,Car could be cleaner
41521,41521,,,Excellent service
41522,41522,4,5,Smooth trip
41523,41523,5,5,Smooth trip
41524,41524,5,4,Excellent service
41525,41525,,,Took a longer route than expected
41526,41526,4,5,"Great ride, on time!"
41527,41527,5,5,A bit late to pickup
41529,41529,5,5,Car could be cleaner
41531,41531,5,5,Excellent service
41532,41532,4,5,Driver was very polite
41534,41534,5,4,
41535,41535,5,4,Took a longer route than expected
41536,41536,,,Excellent service
41538,41538,5,5,Driver was very polite
41541,41541,4,5,Took a longer route than expected
41543,41543,5,4,Car could be cleaner
41544,41544,5,4,"Great ride, on time!"
41545,41545,2,4,"Great ride, on time!"
41546,41546,5,4,
41547,41547,3,4,"Great ride, on time!"
41548,41548,5,5,
41549,41549,5,5,Excellent service
41551,41551,5,5,Car could be cleaner
41552,41552,4,5,
41553,41553,,,Car could be cleaner
41554,41554,5,5,Smooth trip
41556,41556,5,3,
41559,41559,5,5,A bit late to pickup
41560,41560,4,4,A bit late to pickup
41561,41561,5,3,
41562,41562,5,5,
41564,41564,4,4,"Great ride, on time!"
41565,41565,5,4,
41566,41566,3,3,
41567,41567,,,
41568,41568,5,5,Car could be cleaner
41569,41569,,,Took a longer route than expected
41570,41570,4,4,Excellent service
41571,41571,4,4,Car could be cleaner
41572,41572,4,4,"Great ride, on time!"
41573,41573,4,5,
41574,41574,5,5,Car could be cleaner
41575,41575,4,4,Driver was very polite
41576,41576,5,5,Smooth trip
41577,41577,5,5,Car could be cleaner
41579,41579,4,5,Excellent service
41580,41580,4,4,Driver was very polite
41581,41581,4,4,Excellent service
41582,41582,4,4,"Great ride, on time!"
41584,41584,4,4,Driver was very polite
41586,41586,4,5,A bit late to pickup
41587,41587,4,4,"Great ride, on time!"
41588,41588,5,4,Driver was very polite
41589,41589,4,5,
41591,41591,4,4,Smooth trip
41592,41592,4,4,
41593,41593,3,5,A bit late to pickup
41597,41597,5,5,Smooth trip
41598,41598,,,Excellent service
41599,41599,3,5,"Great ride, on time!"
41600,41600,5,4,Smooth trip
41601,41601,,,A bit late to pickup
41602,41602,3,5,
41603,41603,5,5,
41604,41604,5,5,Excellent service
41605,41605,4,4,A bit late to pickup
41606,41606,4,5,Excellent service
41607,41607,5,5,Car could be cleaner
41608,41608,,,
41609,41609,5,5,
41610,41610,4,5,Car could be cleaner
41612,41612,,,Took a longer route than expected
41613,41613,4,5,Car could be cleaner
41614,41614,5,4,A bit late to pickup
41615,41615,5,5,
41617,41617,4,4,
41618,41618,5,4,"Great ride, on time!"
41619,41619,4,4,
41621,41621,,,Excellent service
41623,41623,3,5,
41624,41624,5,5,Excellent service
41625,41625,4,5,Took a longer route than expected
41626,41626,5,5,A bit late to pickup
41627,41627,4,5,"Great ride, on time!"
41628,41628,4,5,A bit late to pickup
41629,41629,5,5,Car could be cleaner
41630,41630,4,5,"Great ride, on time!"
41631,41631,,,
41632,41632,5,5,Car could be cleaner
41633,41633,,,
41634,41634,5,5,Driver was very polite
41636,41636,4,4,Smooth trip
41637,41637,5,4,A bit late to pickup
41638,41638,5,5,Took a longer route than expected
41639,41639,,,Excellent service
41640,41640,5,4,Smooth trip
41641,41641,5,5,Smooth trip
41643,41643,4,5,
41644,41644,4,5,Driver was very polite
41645,41645,4,3,
41647,41647,4,5,
41648,41648,5,4,A bit late to pickup
41649,41649,,,"Great ride, on time!"
41650,41650,4,5,Car could be cleaner
41652,41652,5,4,"Great ride, on time!"
41654,41654,,,Smooth trip
41656,41656,5,3,
41657,41657,4,4,Excellent service
41658,41658,5,5,Driver was very polite
41659,41659,5,5,A bit late to pickup
41660,41660,,,
41661,41661,4,5,A bit late to pickup
41662,41662,5,5,
41664,41664,4,4,Took a longer route than expected
41665,41665,5,4,
41666,41666,4,5,Driver was very polite
41667,41667,3,4,Took a longer route than expected
41668,41668,4,5,Car could be cleaner
41669,41669,,,
41670,41670,5,4,Took a longer route than expected
41672,41672,4,4,
41673,41673,5,4,Took a longer route than expected
41674,41674,4,4,Driver was very polite
41676,41676,3,4,Driver was very polite
41677,41677,5,4,A bit late to pickup
41678,41678,4,3,Driver was very polite
41679,41679,4,5,Driver was very polite
41680,41680,5,4,
41681,41681,4,5,"Great ride, on time!"
41682,41682,5,4,Took a longer route than expected
41683,41683,5,5,Car could be cleaner
41684,41684,4,5,A bit late to pickup
41685,41685,4,5,"Great ride, on time!"
41686,41686,5,5,
41688,41688,5,5,Driver was very polite
41689,41689,4,3,
41690,41690,4,5,A bit late to pickup
41691,41691,3,5,
41692,41692,,,Took a longer route than expected
41695,41695,4,4,
41696,41696,,,"Great ride, on time!"
41697,41697,4,5,Driver was very polite
41698,41698,4,4,"Great ride, on time!"
41699,41699,,,
41700,41700,,,"Great ride, on time!"
41703,41703,3,5,Smooth trip
41705,41705,2,5,A bit late to pickup
41708,41708,5,4,Driver was very polite
41710,41710,4,5,Took a longer route than expected
41711,41711,5,4,A bit late to pickup
41712,41712,,,
41713,41713,,,
41714,41714,5,4,Car could be cleaner
41715,41715,4,5,A bit late to pickup
41716,41716,5,5,
41717,41717,5,5,Smooth trip
41718,41718,4,4,
41719,41719,4,4,Smooth trip
41722,41722,,,Excellent service
41723,41723,,,Took a longer route than expected
41725,41725,5,3,Took a longer route than expected
41726,41726,4,5,Car could be cleaner
41727,41727,4,5,
41728,41728,4,4,
41729,41729,4,5,
41732,41732,5,5,
41734,41734,4,5,Smooth trip
41736,41736,4,5,Smooth trip
41737,41737,4,4,Excellent service
41740,41740,5,5,Car could be cleaner
41741,41741,,,A bit late to pickup
41742,41742,5,3,Car could be cleaner
41743,41743,,,
41744,41744,5,5,
41745,41745,5,4,Excellent service
41746,41746,5,5,Excellent service
41748,41748,,,Smooth trip
41749,41749,3,5,Took a longer route than expected
41751,41751,,,A bit late to pickup
41752,41752,5,5,Driver was very polite
41753,41753,4,5,Took a longer route than expected
41754,41754,5,5,Car could be cleaner
41755,41755,,,A bit late to pickup
41756,41756,,,
41757,41757,,,
41758,41758,4,5,A bit late to pickup
41759,41759,4,5,A bit late to pickup
41760,41760,4,4,Took a longer route than expected
41761,41761,5,4,
41763,41763,4,4,Driver was very polite
41764,41764,,,Driver was very polite
41765,41765,4,5,
41766,41766,5,4,Driver was very polite
41767,41767,,,Excellent service
41768,41768,,,Excellent service
41769,41769,5,5,Driver was very polite
41771,41771,5,5,
41772,41772,5,5,
41773,41773,3,4,A bit late to pickup
41774,41774,,,Smooth trip
41775,41775,4,5,A bit late to pickup
41776,41776,4,5,A bit late to pickup
41777,41777,4,4,Car could be cleaner
41778,41778,,,A bit late to pickup
41779,41779,4,4,Car could be cleaner
41780,41780,5,4,
41782,41782,5,4,
41783,41783,4,4,"Great ride, on time!"
41784,41784,4,5,
41785,41785,4,5,Took a longer route than expected
41786,41786,4,5,Excellent service
41787,41787,,,
41788,41788,5,4,Car could be cleaner
41789,41789,5,5,Driver was very polite
41790,41790,4,5,Took a longer route than expected
41792,41792,4,4,Driver was very polite
41793,41793,4,4,
41794,41794,4,3,
41795,41795,2,4,
41796,41796,5,5,"Great ride, on time!"
41797,41797,4,5,Smooth trip
41798,41798,,,Took a longer route than expected
41799,41799,,,Excellent service
41800,41800,4,5,Car could be cleaner
41801,41801,4,5,Driver was very polite
41802,41802,5,5,
41803,41803,5,5,Driver was very polite
41804,41804,4,5,Smooth trip
41805,41805,4,5,
41806,41806,5,4,Took a longer route than expected
41807,41807,3,5,"Great ride, on time!"
41808,41808,4,4,Car could be cleaner
41809,41809,5,4,
41810,41810,,,"Great ride, on time!"
41811,41811,5,4,Driver was very polite
41812,41812,5,5,Smooth trip
41813,41813,5,4,"Great ride, on time!"
41815,41815,4,5,Smooth trip
41816,41816,,,Car could be cleaner
41819,41819,4,4,"Great ride, on time!"
41820,41820,5,3,
41821,41821,,,Car could be cleaner
41822,41822,4,5,"Great ride, on time!"
41823,41823,5,4,A bit late to pickup
41824,41824,5,4,
41825,41825,4,5,Smooth trip
41827,41827,4,4,Driver was very polite
41828,41828,,,Took a longer route than expected
41829,41829,,,Car could be cleaner
41830,41830,,,
41831,41831,4,5,Driver was very polite
41832,41832,4,5,Driver was very polite
41835,41835,4,5,
41837,41837,5,5,Smooth trip
41838,41838,,,Excellent service
41839,41839,5,3,Took a longer route than expected
41840,41840,3,5,Took a longer route than expected
41841,41841,5,5,"Great ride, on time!"
41842,41842,,,Smooth trip
41843,41843,5,4,
41844,41844,,,Car could be cleaner
41845,41845,,,Driver was very polite
41846,41846,5,4,Driver was very polite
41847,41847,,,
41848,41848,4,5,A bit late to pickup
41849,41849,,,Took a longer route than expected
41850,41850,4,3,A bit late to pickup
41851,41851,5,5,Took a longer route than expected
41852,41852,4,4,Excellent service
41853,41853,,,
41854,41854,5,5,Took a longer route than expected
41855,41855,4,5,Excellent service
41856,41856,5,3,Took a longer route than expected
41857,41857,5,5,
41858,41858,5,4,
41859,41859,4,5,"Great ride, on time!"
41860,41860,3,5,
41861,41861,5,4,
41863,41863,,,Car could be cleaner
41864,41864,4,4,Driver was very polite
41865,41865,5,5,Excellent service
41867,41867,5,5,
41868,41868,,,
41870,41870,,,A bit late to pickup
41871,41871,5,4,Took a longer route than expected
41872,41872,3,4,
41873,41873,5,5,Driver was very polite
41875,41875,5,5,Car could be cleaner
41876,41876,5,4,"Great ride, on time!"
41877,41877,3,5,Excellent service
41878,41878,,,A bit late to pickup
41879,41879,5,5,
41880,41880,4,5,Took a longer route than expected
41881,41881,5,5,
41882,41882,4,5,Took a longer route than expected
41883,41883,5,4,Smooth trip
41884,41884,,,"Great ride, on time!"
41885,41885,4,5,Excellent service
41887,41887,5,4,Driver was very polite
41888,41888,4,5,Car could be cleaner
41889,41889,5,4,Excellent service
41890,41890,5,5,Car could be cleaner
41891,41891,5,5,"Great ride, on time!"
41892,41892,5,4,
41893,41893,4,4,Smooth trip
41894,41894,5,4,Driver was very polite
41896,41896,4,4,
41898,41898,5,4,
41899,41899,5,4,
41902,41902,,,Excellent service
41903,41903,,,Took a longer route than expected
41904,41904,5,4,A bit late to pickup
41905,41905,4,4,Excellent service
41906,41906,5,4,Car could be cleaner
41909,41909,5,4,
41910,41910,5,4,Excellent service
41911,41911,5,5,"Great ride, on time!"
41912,41912,5,4,
41913,41913,5,5,Driver was very polite
41914,41914,4,5,A bit late to pickup
41915,41915,5,4,"Great ride, on time!"
41916,41916,5,5,
41917,41917,4,4,Car could be cleaner
41918,41918,5,5,
41919,41919,4,3,
41920,41920,,,
41921,41921,5,4,Driver was very polite
41923,41923,4,5,"Great ride, on time!"
41924,41924,3,5,
41925,41925,4,4,Driver was very polite
41926,41926,4,4,Excellent service
41927,41927,5,4,Excellent service
41928,41928,,,Took a longer route than expected
41929,41929,3,5,Car could be cleaner
41930,41930,,,"Great ride, on time!"
41931,41931,4,4,
41933,41933,,,Car could be cleaner
41934,41934,,,
41935,41935,3,4,
41936,41936,,,"Great ride, on time!"
41939,41939,,,"Great ride, on time!"
41940,41940,5,5,
41941,41941,4,5,
41943,41943,4,5,A bit late to pickup
41944,41944,4,4,"Great ride, on time!"
41945,41945,3,4,Took a longer route than expected
41946,41946,3,5,Driver was very polite
41947,41947,,,"Great ride, on time!"
41948,41948,3,5,Excellent service
41949,41949,5,3,A bit late to pickup
41950,41950,5,5,
41951,41951,3,5,
41952,41952,5,4,Excellent service
41953,41953,5,4,
41954,41954,5,4,Driver was very polite
41955,41955,,,Driver was very polite
41956,41956,4,5,Excellent service
41957,41957,4,5,
41958,41958,4,4,Driver was very polite
41959,41959,5,5,Car could be cleaner
41960,41960,5,4,Excellent service
41962,41962,5,4,"Great ride, on time!"
41963,41963,5,5,A bit late to pickup
41965,41965,,,Driver was very polite
41966,41966,4,4,Took a longer route than expected
41968,41968,5,5,Driver was very polite
41969,41969,4,4,Car could be cleaner
41970,41970,5,5,
41971,41971,4,5,"Great ride, on time!"
41972,41972,5,5,A bit late to pickup
41973,41973,,,Took a longer route than expected
41974,41974,,,
41975,41975,4,5,Car could be cleaner
41977,41977,4,4,
41978,41978,,,Smooth trip
41980,41980,5,5,
41981,41981,4,5,
41982,41982,5,5,A bit late to pickup
41983,41983,4,3,Took a longer route than expected
41984,41984,4,4,Excellent service
41985,41985,4,5,
41986,41986,4,4,
41987,41987,3,5,
41988,41988,5,5,"Great ride, on time!"
41989,41989,5,5,Excellent service
41991,41991,3,5,Car could be cleaner
41992,41992,5,5,
41993,41993,4,5,Smooth trip
41997,41997,4,4,Took a longer route than expected
41998,41998,,,
41999,41999,,,Excellent service
42000,42000,5,3,
42001,42001,4,5,Driver was very polite
42002,42002,5,5,Car could be cleaner
42003,42003,3,5,Smooth trip
42004,42004,5,5,
42005,42005,4,4,
42006,42006,5,5,Took a longer route than expected
42007,42007,5,4,Driver was very polite
42008,42008,,,
42010,42010,4,4,A bit late to pickup
42011,42011,,,Excellent service
42012,42012,3,4,
42013,42013,4,4,Driver was very polite
42014,42014,5,4,Excellent service
42015,42015,4,4,Smooth trip
42017,42017,5,4,Took a longer route than expected
42018,42018,5,4,Took a longer route than expected
42019,42019,4,5,A bit late to pickup
42021,42021,,,
42022,42022,4,5,
42023,42023,,,
42024,42024,5,5,Took a longer route than expected
42025,42025,4,4,
42026,42026,5,5,Smooth trip
42027,42027,4,5,"Great ride, on time!"
42028,42028,5,5,
42029,42029,,,Smooth trip
42030,42030,4,4,"Great ride, on time!"
42031,42031,4,4,
42032,42032,4,5,Driver was very polite
42033,42033,4,4,"Great ride, on time!"
42034,42034,4,5,
42035,42035,4,4,
42037,42037,,,
42038,42038,4,4,Excellent service
42039,42039,,,Took a longer route than expected
42040,42040,5,4,Excellent service
42041,42041,5,4,A bit late to pickup
42042,42042,4,5,A bit late to pickup
42043,42043,,,Took a longer route than expected
42044,42044,5,3,
42047,42047,4,4,Driver was very polite
42048,42048,5,5,Excellent service
42049,42049,,,Took a longer route than expected
42051,42051,4,5,Smooth trip
42053,42053,5,5,"Great ride, on time!"
42054,42054,4,4,
42055,42055,4,4,
42056,42056,,,
42059,42059,4,4,Car could be cleaner
42060,42060,,,A bit late to pickup
42061,42061,5,4,Excellent service
42062,42062,4,5,Driver was very polite
42063,42063,5,5,Driver was very polite
42064,42064,5,5,Driver was very polite
42065,42065,4,5,Took a longer route than expected
42066,42066,,,"Great ride, on time!"
42067,42067,4,3,Smooth trip
42069,42069,3,4,
42070,42070,,,Car could be cleaner
42071,42071,,,Driver was very polite
42073,42073,,,Car could be cleaner
42074,42074,5,5,Took a longer route than expected
42076,42076,5,5,Smooth trip
42079,42079,5,5,
42080,42080,4,4,Took a longer route than expected
42082,42082,4,5,
42083,42083,4,5,Excellent service
42084,42084,4,5,
42085,42085,4,4,Excellent service
42087,42087,,,Took a longer route than expected
42090,42090,,,
42091,42091,,,"Great ride, on time!"
42092,42092,,,Took a longer route than expected
42093,42093,4,4,"Great ride, on time!"
42094,42094,3,4,Driver was very polite
42095,42095,,,Smooth trip
42098,42098,5,4,Excellent service
42099,42099,3,5,Driver was very polite
42100,42100,4,4,
42101,42101,5,5,Took a longer route than expected
42102,42102,4,5,
42103,42103,5,3,Smooth trip
42104,42104,,,Smooth trip
42105,42105,,,
42106,42106,,,Car could be cleaner
42107,42107,4,5,Driver was very polite
42108,42108,,,
42111,42111,5,4,"Great ride, on time!"
42112,42112,4,5,A bit late to pickup
42113,42113,4,4,Smooth trip
42114,42114,,,"Great ride, on time!"
42116,42116,5,3,Driver was very polite
42117,42117,5,5,
42118,42118,5,4,
42120,42120,,,Smooth trip
42121,42121,,,A bit late to pickup
42122,42122,,,Smooth trip
42123,42123,5,5,Driver was very polite
42124,42124,,,
42126,42126,4,5,Smooth trip
42127,42127,4,5,Car could be cleaner
42128,42128,5,4,"Great ride, on time!"
42130,42130,4,4,A bit late to pickup
42131,42131,4,4,
42133,42133,5,5,Car could be cleaner
42135,42135,4,5,
42136,42136,5,4,"Great ride, on time!"
42139,42139,,,"Great ride, on time!"
42140,42140,5,4,
42141,42141,3,4,A bit late to pickup
42142,42142,,,Driver was very polite
42143,42143,5,4,"Great ride, on time!"
42144,42144,3,4,
42146,42146,5,4,"Great ride, on time!"
42148,42148,5,5,Took a longer route than expected
42149,42149,3,5,
42150,42150,,,
42152,42152,,,
42153,42153,5,4,
42154,42154,4,5,Driver was very polite
42155,42155,5,5,Car could be cleaner
42157,42157,5,5,Excellent service
42158,42158,4,5,
42159,42159,4,4,"Great ride, on time!"
42160,42160,5,4,
42162,42162,4,4,Driver was very polite
42163,42163,3,4,Car could be cleaner
42165,42165,5,4,
42166,42166,,,"Great ride, on time!"
42169,42169,,,
42170,42170,4,5,Smooth trip
42171,42171,5,4,"Great ride, on time!"
42173,42173,5,4,Driver was very polite
42176,42176,5,5,Excellent service
42177,42177,5,4,
42178,42178,4,5,Excellent service
42179,42179,5,5,
42180,42180,5,4,
42181,42181,5,4,Smooth trip
42182,42182,5,5,A bit late to pickup
42183,42183,5,4,Smooth trip
42184,42184,4,4,Driver was very polite
42185,42185,5,5,A bit late to pickup
42186,42186,3,5,Smooth trip
42187,42187,4,4,Excellent service
42190,42190,5,5,A bit late to pickup
42191,42191,,,A bit late to pickup
42192,42192,,,Smooth trip
42194,42194,5,4,Took a longer route than expected
42195,42195,,,"Great ride, on time!"
42196,42196,4,5,Smooth trip
42197,42197,5,5,Excellent service
42198,42198,5,4,"Great ride, on time!"
42199,42199,,,
42201,42201,3,4,
42202,42202,5,4,
42203,42203,4,4,Car could be cleaner
42204,42204,4,5,A bit late to pickup
42205,42205,4,4,Took a longer route than expected
42206,42206,5,4,Driver was very polite
42207,42207,3,4,A bit late to pickup
42208,42208,4,5,Excellent service
42209,42209,4,5,
42210,42210,4,4,Took a longer route than expected
42212,42212,4,4,Driver was very polite
42214,42214,5,5,
42215,42215,4,4,Driver was very polite
42216,42216,4,4,
42217,42217,4,4,Smooth trip
42218,42218,5,5,Car could be cleaner
42220,42220,4,4,A bit late to pickup
42221,42221,4,4,Took a longer route than expected
42222,42222,4,5,Excellent service
42223,42223,4,5,
42224,42224,4,4,Car could be cleaner
42225,42225,4,4,
42226,42226,5,4,Car could be cleaner
42227,42227,4,5,
42228,42228,3,5,A bit late to pickup
42229,42229,4,4,
42230,42230,,,"Great ride, on time!"
42231,42231,5,4,Car could be cleaner
42232,42232,5,5,Excellent service
42233,42233,4,4,Took a longer route than expected
42235,42235,4,5,A bit late to pickup
42236,42236,4,4,Driver was very polite
42237,42237,5,4,Car could be cleaner
42238,42238,4,4,Driver was very polite
42239,42239,4,4,A bit late to pickup
42241,42241,5,4,Excellent service
42243,42243,5,5,
42244,42244,4,4,Car could be cleaner
42246,42246,5,4,Excellent service
42247,42247,5,4,Excellent service
42249,42249,,,
42250,42250,5,5,Took a longer route than expected
42251,42251,5,4,
42252,42252,5,5,Driver was very polite
42253,42253,3,3,Smooth trip
42254,42254,4,4,
42255,42255,5,4,A bit late to pickup
42257,42257,5,5,Car could be cleaner
42260,42260,4,5,Excellent service
42261,42261,5,4,Driver was very polite
42262,42262,5,5,Excellent service
42263,42263,4,4,
42264,42264,4,4,
42265,42265,4,5,Car could be cleaner
42267,42267,4,3,Excellent service
42268,42268,3,5,Took a longer route than expected
42269,42269,5,5,
42270,42270,5,5,Took a longer route than expected
42271,42271,4,4,
42272,42272,,,Took a longer route than expected
42273,42273,4,5,
42274,42274,4,5,
42275,42275,4,4,"Great ride, on time!"
42276,42276,5,4,Took a longer route than expected
42277,42277,5,5,Smooth trip
42278,42278,4,5,Smooth trip
42279,42279,5,5,Car could be cleaner
42281,42281,4,5,Excellent service
42282,42282,4,4,"Great ride, on time!"
42283,42283,5,4,Excellent service
42284,42284,4,4,
42286,42286,3,5,
42288,42288,5,5,Smooth trip
42289,42289,4,4,"Great ride, on time!"
42291,42291,5,5,
42292,42292,4,5,
42295,42295,5,4,Smooth trip
42296,42296,4,4,A bit late to pickup
42297,42297,5,5,Excellent service
42298,42298,4,4,Driver was very polite
42299,42299,3,4,Took a longer route than expected
42300,42300,4,4,
42301,42301,,,
42302,42302,4,5,Took a longer route than expected
42303,42303,5,4,Car could be cleaner
42304,42304,4,5,A bit late to pickup
42305,42305,5,5,A bit late to pickup
42307,42307,5,4,Smooth trip
42308,42308,3,5,Excellent service
42309,42309,4,5,A bit late to pickup
42310,42310,5,5,Driver was very polite
42311,42311,3,4,"Great ride, on time!"
42312,42312,5,5,
42313,42313,5,4,Driver was very polite
42314,42314,5,5,Smooth trip
42315,42315,4,4,Car could be cleaner
42316,42316,4,4,Smooth trip
42317,42317,5,5,"Great ride, on time!"
42318,42318,4,4,Driver was very polite
42319,42319,5,4,Car could be cleaner
42320,42320,5,4,Took a longer route than expected
42321,42321,,,Excellent service
42322,42322,5,4,Driver was very polite
42323,42323,5,4,
42326,42326,3,4,Driver was very polite
42330,42330,5,5,Car could be cleaner
42331,42331,3,5,
42332,42332,5,4,Excellent service
42333,42333,3,4,Excellent service
42336,42336,,,Car could be cleaner
42337,42337,3,5,
42338,42338,4,5,Driver was very polite
42339,42339,3,5,Driver was very polite
42341,42341,4,5,Smooth trip
42342,42342,5,5,
42343,42343,5,5,
42344,42344,5,5,Took a longer route than expected
42345,42345,4,4,Smooth trip
42346,42346,5,5,"Great ride, on time!"
42347,42347,4,4,"Great ride, on time!"
42348,42348,5,4,"Great ride, on time!"
42349,42349,4,5,
42350,42350,4,4,Took a longer route than expected
42351,42351,5,5,
42352,42352,5,5,Excellent service
42353,42353,5,4,Driver was very polite
42354,42354,5,5,
42355,42355,5,5,Took a longer route than expected
42357,42357,4,4,
42358,42358,4,4,Smooth trip
42359,42359,4,4,"Great ride, on time!"
42360,42360,4,5,Took a longer route than expected
42361,42361,5,5,Excellent service
42362,42362,5,5,Excellent service
42363,42363,5,5,Car could be cleaner
42366,42366,,,A bit late to pickup
42367,42367,,,
42368,42368,4,4,Took a longer route than expected
42369,42369,,,Driver was very polite
42371,42371,5,3,Driver was very polite
42372,42372,5,4,Smooth trip
42373,42373,3,2,
42374,42374,4,4,A bit late to pickup
42375,42375,,,
42376,42376,5,5,Car could be cleaner
42377,42377,4,3,
42378,42378,5,4,
42379,42379,4,5,"Great ride, on time!"
42380,42380,5,4,
42381,42381,4,5,A bit late to pickup
42382,42382,4,5,
42383,42383,5,5,Excellent service
42384,42384,5,5,A bit late to pickup
42385,42385,5,5,
42387,42387,4,5,Excellent service
42389,42389,5,4,
42390,42390,,,A bit late to pickup
42392,42392,4,5,Car could be cleaner
42393,42393,4,4,"Great ride, on time!"
42395,42395,4,4,Smooth trip
42396,42396,,,A bit late to pickup
42398,42398,4,5,
42399,42399,3,3,Took a longer route than expected
42400,42400,4,4,A bit late to pickup
42401,42401,4,4,Driver was very polite
42402,42402,4,4,A bit late to pickup
42403,42403,5,4,"Great ride, on time!"
42404,42404,5,4,
42405,42405,4,5,
42406,42406,5,4,Car could be cleaner
42407,42407,4,5,A bit late to pickup
42409,42409,4,4,Excellent service
42410,42410,5,4,"Great ride, on time!"
42411,42411,,,Car could be cleaner
42412,42412,4,4,
42413,42413,5,4,Excellent service
42414,42414,4,4,Took a longer route than expected
42415,42415,,,
42416,42416,5,5,Driver was very polite
42418,42418,5,5,
42419,42419,5,4,Driver was very polite
42420,42420,4,5,
42421,42421,5,4,Driver was very polite
42422,42422,4,5,Driver was very polite
42423,42423,4,5,
42424,42424,5,4,"Great ride, on time!"
42426,42426,4,4,Smooth trip
42427,42427,,,
42428,42428,5,5,Car could be cleaner
42429,42429,4,4,Driver was very polite
42430,42430,,,Smooth trip
42431,42431,4,5,
42432,42432,,,Driver was very polite
42433,42433,4,4,"Great ride, on time!"
42434,42434,4,4,A bit late to pickup
42435,42435,5,5,Smooth trip
42437,42437,4,4,Took a longer route than expected
42438,42438,5,5,"Great ride, on time!"
42439,42439,4,4,
42440,42440,5,5,Smooth trip
42441,42441,4,4,"Great ride, on time!"
42443,42443,5,4,Excellent service
42447,42447,5,5,
42448,42448,,,"Great ride, on time!"
42449,42449,,,"Great ride, on time!"
42451,42451,3,5,
42452,42452,5,5,
42454,42454,,,
42455,42455,5,4,Car could be cleaner
42456,42456,4,5,A bit late to pickup
42458,42458,,,Smooth trip
42459,42459,,,Driver was very polite
42460,42460,4,5,"Great ride, on time!"
42462,42462,5,5,Driver was very polite
42463,42463,,,
42464,42464,4,4,Car could be cleaner
42465,42465,4,5,"Great ride, on time!"
42467,42467,4,5,"Great ride, on time!"
42468,42468,5,5,A bit late to pickup
42470,42470,4,4,
42471,42471,5,5,
42472,42472,4,5,Smooth trip
42474,42474,,,Smooth trip
42476,42476,5,4,Excellent service
42480,42480,4,4,Smooth trip
42482,42482,4,4,
42483,42483,4,5,"Great ride, on time!"
42484,42484,4,5,"Great ride, on time!"
42485,42485,,,
42486,42486,,,
42487,42487,5,5,Driver was very polite
42488,42488,3,5,Car could be cleaner
42489,42489,4,5,
42490,42490,,,Driver was very polite
42491,42491,,,Car could be cleaner
42492,42492,5,4,
42493,42493,,,Car could be cleaner
42494,42494,,,Car could be cleaner
42495,42495,,,A bit late to pickup
42496,42496,5,5,A bit late to pickup
42497,42497,5,5,
42498,42498,4,5,"Great ride, on time!"
42499,42499,,,A bit late to pickup
42500,42500,4,5,
42502,42502,4,4,"Great ride, on time!"
42503,42503,4,4,A bit late to pickup
42504,42504,4,5,Took a longer route than expected
42505,42505,4,5,A bit late to pickup
42506,42506,5,5,
42507,42507,5,5,
42508,42508,5,4,Driver was very polite
42509,42509,4,4,
42510,42510,4,4,Driver was very polite
42511,42511,4,5,A bit late to pickup
42513,42513,,,
42514,42514,,,
42515,42515,5,5,
42518,42518,4,4,Excellent service
42519,42519,,,Excellent service
42520,42520,3,5,
42521,42521,5,5,Driver was very polite
42522,42522,4,4,"Great ride, on time!"
42524,42524,,,Smooth trip
42525,42525,4,5,Driver was very polite
42526,42526,3,5,"Great ride, on time!"
42527,42527,4,4,Driver was very polite
42528,42528,4,5,Smooth trip
42529,42529,3,5,
42530,42530,,,
42531,42531,,,
42534,42534,4,4,Took a longer route than expected
42535,42535,5,4,Car could be cleaner
42536,42536,4,5,
42538,42538,4,5,
42539,42539,4,4,Took a longer route than expected
42540,42540,4,5,Took a longer route than expected
42541,42541,4,3,A bit late to pickup
42542,42542,5,5,"Great ride, on time!"
42543,42543,5,4,Smooth trip
42544,42544,4,5,Driver was very polite
42545,42545,5,4,Smooth trip
42546,42546,5,5,Took a longer route than expected
42547,42547,5,4,Took a longer route than expected
42548,42548,4,5,
42550,42550,5,4,Car could be cleaner
42551,42551,5,4,Driver was very polite
42553,42553,5,4,Excellent service
42554,42554,,,Car could be cleaner
42555,42555,,,Driver was very polite
42556,42556,5,5,Smooth trip
42557,42557,3,5,Excellent service
42558,42558,4,4,Driver was very polite
42560,42560,5,5,Driver was very polite
42561,42561,3,5,
42563,42563,,,A bit late to pickup
42564,42564,4,5,
42565,42565,5,5,"Great ride, on time!"
42567,42567,4,4,A bit late to pickup
42568,42568,4,4,Driver was very polite
42569,42569,5,3,
42570,42570,,,Took a longer route than expected
42571,42571,4,3,Driver was very polite
42572,42572,5,4,Car could be cleaner
42574,42574,5,4,Excellent service
42575,42575,4,4,"Great ride, on time!"
42576,42576,,,
42577,42577,4,4,"Great ride, on time!"
42578,42578,5,4,Smooth trip
42579,42579,5,4,
42580,42580,4,5,Smooth trip
42581,42581,4,5,Driver was very polite
42583,42583,4,4,Smooth trip
42584,42584,4,4,Took a longer route than expected
42585,42585,5,5,Smooth trip
42586,42586,4,5,Car could be cleaner
42587,42587,5,5,
