payment_id,trip_id,amount,payment_method,payment_status,payment_datetime
38565,38565,0.0,Card,Not_Applicable,
38566,38566,63.95,Card,Refunded,2025-09-18 07:58:48
38567,38567,162.82,Cash,Success,2025-09-18 08:07:24
38568,38568,81.31,Cash,Success,2025-09-18 08:04:12
38569,38569,235.67,UPI,Success,2025-09-18 08:12:06
38570,38570,66.35,Wallet,Success,2025-09-18 08:03:36
38571,38571,192.43,Wallet,Success,2025-09-18 08:36:42
38572,38572,0.0,Card,Not_Applicable,
38573,38573,90.88,Wallet,Success,2025-09-18 08:46:18
38574,38574,0.0,UPI,Not_Applicable,
38575,38575,39.82,UPI,Success,2025-09-18 08:26:54
38576,38576,133.8,UPI,Success,2025-09-18 08:48:12
38577,38577,149.93,Card,Success,2025-09-18 08:27:54
38578,38578,0.0,Wallet,Not_Applicable,
38579,38579,283.7,Cash,Success,2025-09-18 08:54:00
38580,38580,0.0,Cash,Not_Applicable,
38581,38581,0.0,Card,Not_Applicable,
38582,38582,34.62,Wallet,Success,2025-09-18 08:57:06
38583,38583,0.0,Card,Not_Applicable,
38584,38584,98.92,UPI,Success,2025-09-18 09:06:48
38585,38585,258.17,Cash,Success,2025-09-18 09:13:06
38586,38586,256.37,Wallet,Success,2025-09-18 09:21:18
38587,38587,66.79,UPI,Success,2025-09-18 09:07:06
38588,38588,0.0,Cash,Not_Applicable,
38589,38589,93.43,Cash,Success,2025-09-18 10:00:36
38590,38590,302.13,UPI,Success,2025-09-18 10:09:48
38591,38591,246.97,Wallet,Success,2025-09-18 10:30:00
38592,38592,75.75,Card,Success,2025-09-18 10:17:12
38593,38593,261.16,UPI,Success,2025-09-18 10:27:00
38594,38594,302.12,UPI,Success,2025-09-18 10:27:06
38595,38595,0.0,Wallet,Not_Applicable,
38596,38596,135.43,UPI,Success,2025-09-18 10:48:18
38597,38597,87.67,Card,Success,2025-09-18 10:39:42
38598,38598,165.36,Card,Success,2025-09-18 10:47:54
38599,38599,34.15,UPI,Success,2025-09-18 10:52:30
38600,38600,0.0,UPI,Not_Applicable,
38601,38601,66.57,Wallet,Success,2025-09-18 11:40:48
38602,38602,57.93,UPI,Success,2025-09-18 11:27:06
38603,38603,50.5,Wallet,Success,2025-09-18 11:17:54
38604,38604,96.52,Cash,Success,2025-09-18 11:32:00
38605,38605,87.1,UPI,Success,2025-09-18 12:05:30
38606,38606,242.02,Wallet,Success,2025-09-18 12:15:06
38607,38607,0.0,Wallet,Not_Applicable,
38608,38608,164.57,UPI,Success,2025-09-18 12:55:18
38609,38609,60.13,Card,Success,2025-09-18 13:04:00
38610,38610,130.19,Card,Success,2025-09-18 14:00:00
38611,38611,94.26,Card,Success,2025-09-18 13:36:18
38612,38612,260.85,UPI,Success,2025-09-18 13:51:24
38613,38613,173.56,UPI,Success,2025-09-18 13:51:42
38614,38614,88.83,Card,Success,2025-09-18 14:29:30
38615,38615,100.8,Card,Success,2025-09-18 14:50:42
38616,38616,63.08,Wallet,Success,2025-09-18 14:35:00
38617,38617,36.57,Wallet,Success,2025-09-18 14:27:42
38618,38618,79.32,UPI,Success,2025-09-18 14:46:24
38619,38619,458.2,Wallet,Success,2025-09-18 15:10:42
38620,38620,53.67,Card,Success,2025-09-18 14:39:36
38621,38621,112.24,Card,Success,2025-09-18 15:00:54
38622,38622,0.0,Wallet,Not_Applicable,
38623,38623,184.64,Card,Success,2025-09-18 15:04:00
38624,38624,137.01,Card,Success,2025-09-18 15:13:54
38625,38625,96.82,Card,Success,2025-09-18 15:29:48
38626,38626,196.41,UPI,Success,2025-09-18 15:29:42
38627,38627,69.25,Card,Success,2025-09-18 15:31:42
38628,38628,86.94,Wallet,Success,2025-09-18 15:43:30
38629,38629,0.0,UPI,Not_Applicable,
38630,38630,0.0,UPI,Not_Applicable,
38631,38631,68.36,UPI,Success,2025-09-18 16:30:18
38632,38632,148.85,Wallet,Success,2025-09-18 16:21:54
38633,38633,159.15,Card,Success,2025-09-18 16:22:36
38634,38634,124.93,UPI,Success,2025-09-18 16:43:06
38635,38635,278.21,Wallet,Success,2025-09-18 17:20:30
38636,38636,58.83,Card,Success,2025-09-18 16:36:36
38637,38637,107.78,Wallet,Success,2025-09-18 16:59:36
38638,38638,48.01,Wallet,Success,2025-09-18 17:07:24
38639,38639,152.58,Cash,Success,2025-09-18 17:08:06
38640,38640,85.16,Wallet,Success,2025-09-18 17:10:00
38641,38641,184.22,Cash,Success,2025-09-18 17:33:30
38642,38642,0.0,Card,Not_Applicable,
38643,38643,76.26,Card,Success,2025-09-18 17:19:30
38644,38644,127.2,UPI,Success,2025-09-18 17:29:36
38645,38645,0.0,Card,Not_Applicable,
38646,38646,39.97,UPI,Success,2025-09-18 18:05:12
38647,38647,102.96,Card,Success,2025-09-18 18:14:36
38648,38648,118.0,UPI,Success,2025-09-18 18:17:00
38649,38649,23.85,UPI,Success,2025-09-18 18:21:00
38650,38650,244.69,Cash,Success,2025-09-18 19:23:54
38651,38651,45.85,UPI,Success,2025-09-18 18:31:12
38652,38652,76.82,UPI,Success,2025-09-18 18:33:48
38653,38653,270.42,Cash,Success,2025-09-18 19:13:06
38654,38654,143.65,Card,Success,2025-09-18 18:42:00
38655,38655,102.71,Wallet,Success,2025-09-18 18:50:54
38656,38656,113.68,Cash,Success,2025-09-18 18:54:36
38657,38657,145.6,Wallet,Success,2025-09-18 18:58:36
38658,38658,78.16,UPI,Success,2025-09-18 19:24:24
38659,38659,223.76,Wallet,Success,2025-09-18 19:32:06
38660,38660,19.23,UPI,Success,2025-09-18 19:17:00
38661,38661,262.4,Card,Success,2025-09-18 20:04:30
38662,38662,151.56,Cash,Success,2025-09-18 19:54:06
38663,38663,81.29,Card,Success,2025-09-18 19:47:12
38664,38664,55.66,Card,Success,2025-09-18 20:07:12
38665,38665,167.41,UPI,Success,2025-09-18 19:57:18
38666,38666,93.76,Wallet,Success,2025-09-18 20:04:30
38667,38667,85.45,UPI,Success,2025-09-18 20:20:36
38668,38668,0.0,Cash,Not_Applicable,
38669,38669,162.35,Wallet,Success,2025-09-18 21:23:30
38670,38670,132.74,UPI,Success,2025-09-18 20:40:00
38671,38671,0.0,UPI,Not_Applicable,
38672,38672,37.9,UPI,Success,2025-09-18 20:57:06
38673,38673,104.84,UPI,Success,2025-09-18 21:31:54
38674,38674,118.45,Wallet,Success,2025-09-18 21:53:12
38675,38675,198.83,Cash,Success,2025-09-18 21:46:54
38676,38676,43.09,Cash,Success,2025-09-18 21:35:48
38677,38677,40.46,UPI,Success,2025-09-18 21:38:48
38678,38678,75.64,UPI,Success,2025-09-18 21:43:48
38679,38679,98.72,Cash,Failed,2025-09-18 21:52:18
38680,38680,136.35,UPI,Success,2025-09-18 22:21:42
38681,38681,56.43,UPI,Success,2025-09-18 22:33:36
38682,38682,94.26,Cash,Success,2025-09-18 22:37:00
38683,38683,48.22,Cash,Success,2025-09-18 22:40:42
38684,38684,159.32,Cash,Success,2025-09-18 22:38:00
38685,38685,67.74,UPI,Success,2025-09-18 23:35:00
38686,38686,116.47,Card,Success,2025-09-18 23:39:06
38687,38687,0.0,Cash,Not_Applicable,
38688,38688,48.62,Wallet,Success,2025-09-19 00:14:18
38689,38689,47.14,Wallet,Success,2025-09-19 00:24:00
38690,38690,66.56,Cash,Success,2025-09-19 01:14:36
38691,38691,155.23,Cash,Success,2025-09-19 01:18:54
38692,38692,67.63,UPI,Success,2025-09-19 02:14:48
38693,38693,143.75,Cash,Refunded,2025-09-19 03:06:54
38694,38694,0.0,Card,Not_Applicable,
38695,38695,37.09,Card,Success,2025-09-19 04:06:30
38696,38696,82.87,Wallet,Success,2025-09-19 04:18:48
38697,38697,0.0,Cash,Not_Applicable,
38698,38698,0.0,Card,Not_Applicable,
38699,38699,175.1,Cash,Success,2025-09-19 06:00:36
38700,38700,80.17,Card,Success,2025-09-19 06:46:18
38701,38701,0.0,UPI,Not_Applicable,
38702,38702,0.0,UPI,Not_Applicable,
38703,38703,116.62,Cash,Success,2025-09-19 07:03:00
38704,38704,0.0,UPI,Not_Applicable,
38705,38705,130.41,Card,Success,2025-09-19 07:01:54
38706,38706,152.34,Card,Success,2025-09-19 07:29:30
38707,38707,112.53,Cash,Refunded,2025-09-19 07:17:54
38708,38708,80.89,Wallet,Success,2025-09-19 07:28:12
38709,38709,43.03,Cash,Success,2025-09-19 07:36:48
38710,38710,0.0,Wallet,Not_Applicable,
38711,38711,68.4,Cash,Success,2025-09-19 08:01:54
38712,38712,26.57,Cash,Success,2025-09-19 07:54:42
38713,38713,88.52,UPI,Success,2025-09-19 07:57:54
38714,38714,79.55,UPI,Success,2025-09-19 08:09:42
38715,38715,54.99,Card,Success,2025-09-19 08:02:30
38716,38716,34.61,Card,Success,2025-09-19 08:14:00
38717,38717,153.64,Wallet,Success,2025-09-19 08:30:00
38718,38718,179.95,UPI,Success,2025-09-19 08:33:06
38719,38719,57.41,UPI,Success,2025-09-19 08:31:06
38720,38720,203.54,UPI,Success,2025-09-19 08:39:18
38721,38721,57.49,Cash,Success,2025-09-19 08:38:54
38722,38722,525.46,Cash,Success,2025-09-19 08:59:12
38723,38723,219.02,Wallet,Success,2025-09-19 08:52:06
38724,38724,0.0,Card,Not_Applicable,
38725,38725,122.74,Card,Success,2025-09-19 09:20:42
38726,38726,148.98,Wallet,Success,2025-09-19 09:15:24
38727,38727,116.12,Card,Success,2025-09-19 09:37:30
38728,38728,0.0,UPI,Not_Applicable,
38729,38729,155.55,UPI,Success,2025-09-19 09:51:36
38730,38730,0.0,Card,Not_Applicable,
38731,38731,333.06,Card,Success,2025-09-19 09:44:30
38732,38732,201.86,Card,Success,2025-09-19 09:46:48
38733,38733,334.21,Card,Success,2025-09-19 09:53:18
38734,38734,397.98,Wallet,Success,2025-09-19 09:51:18
38735,38735,0.0,Wallet,Not_Applicable,
38736,38736,199.32,UPI,Success,2025-09-19 10:29:06
38737,38737,269.73,Card,Success,2025-09-19 10:09:00
38738,38738,99.46,Card,Success,2025-09-19 10:31:12
38739,38739,142.05,Card,Success,2025-09-19 10:38:30
38740,38740,217.18,Card,Success,2025-09-19 10:34:48
38741,38741,24.75,Wallet,Success,2025-09-19 10:16:00
38742,38742,198.85,Wallet,Success,2025-09-19 10:45:42
38743,38743,372.67,UPI,Success,2025-09-19 11:15:24
38744,38744,116.67,Cash,Success,2025-09-19 11:04:06
38745,38745,255.27,UPI,Success,2025-09-19 11:06:18
38746,38746,85.45,UPI,Success,2025-09-19 11:18:06
38747,38747,45.2,Wallet,Success,2025-09-19 11:19:48
38748,38748,110.8,Card,Success,2025-09-19 11:15:00
38749,38749,54.09,UPI,Success,2025-09-19 11:35:48
38750,38750,169.02,Wallet,Success,2025-09-19 11:41:00
38751,38751,0.0,Card,Not_Applicable,
38752,38752,82.69,UPI,Failed,2025-09-19 12:12:30
38753,38753,209.86,Card,Success,2025-09-19 12:31:30
38754,38754,0.0,Cash,Not_Applicable,
38755,38755,153.79,Card,Success,2025-09-19 12:45:06
38756,38756,150.21,UPI,Success,2025-09-19 12:36:12
38757,38757,95.91,Wallet,Success,2025-09-19 12:47:12
38758,38758,123.31,UPI,Success,2025-09-19 12:45:36
38759,38759,272.62,Card,Success,2025-09-19 13:19:06
38760,38760,117.72,Card,Success,2025-09-19 13:23:24
38761,38761,316.42,Card,Success,2025-09-19 13:19:24
38762,38762,357.3,UPI,Success,2025-09-19 13:57:54
38763,38763,78.97,UPI,Success,2025-09-19 13:25:06
38764,38764,0.0,UPI,Not_Applicable,
38765,38765,143.79,Card,Success,2025-09-19 13:37:36
38766,38766,44.31,UPI,Success,2025-09-19 13:46:48
38767,38767,0.0,UPI,Not_Applicable,
38768,38768,65.02,Wallet,Success,2025-09-19 14:11:00
38769,38769,0.0,UPI,Not_Applicable,
38770,38770,63.73,Card,Success,2025-09-19 14:23:54
38771,38771,0.0,UPI,Not_Applicable,
38772,38772,82.05,Card,Success,2025-09-19 14:31:12
38773,38773,111.43,UPI,Success,2025-09-19 14:37:24
38774,38774,181.13,Cash,Success,2025-09-19 15:18:48
38775,38775,160.12,Card,Success,2025-09-19 15:01:24
38776,38776,66.13,UPI,Success,2025-09-19 15:02:24
38777,38777,0.0,UPI,Not_Applicable,
38778,38778,185.09,UPI,Success,2025-09-19 15:30:36
38779,38779,151.73,Card,Success,2025-09-19 16:26:12
38780,38780,0.0,UPI,Not_Applicable,
38781,38781,290.61,Wallet,Success,2025-09-19 16:28:00
38782,38782,350.19,Card,Success,2025-09-19 16:44:12
38783,38783,97.5,Card,Success,2025-09-19 16:29:42
38784,38784,0.0,Card,Not_Applicable,
38785,38785,0.0,Wallet,Not_Applicable,
38786,38786,288.75,Wallet,Success,2025-09-19 17:09:18
38787,38787,79.17,UPI,Success,2025-09-19 17:22:48
38788,38788,0.0,Wallet,Not_Applicable,
38789,38789,141.56,Wallet,Success,2025-09-19 17:10:54
38790,38790,137.55,Wallet,Success,2025-09-19 17:46:24
38791,38791,349.21,Card,Success,2025-09-19 17:42:30
38792,38792,98.46,Card,Success,2025-09-19 17:52:00
38793,38793,59.68,Wallet,Success,2025-09-19 17:56:54
38794,38794,0.0,Wallet,Not_Applicable,
38795,38795,111.94,UPI,Success,2025-09-19 18:01:18
38796,38796,85.92,UPI,Success,2025-09-19 18:09:18
38797,38797,0.0,UPI,Not_Applicable,
38798,38798,59.19,UPI,Success,2025-09-19 18:18:24
38799,38799,178.46,UPI,Success,2025-09-19 18:47:24
38800,38800,155.85,UPI,Success,2025-09-19 18:58:12
38801,38801,0.0,Card,Not_Applicable,
38802,38802,136.5,Wallet,Success,2025-09-19 19:16:00
38803,38803,0.0,Card,Not_Applicable,
38804,38804,548.25,Cash,Success,2025-09-19 19:55:54
38805,38805,230.38,Card,Success,2025-09-19 19:29:24
38806,38806,202.81,UPI,Success,2025-09-19 19:33:18
38807,38807,142.34,UPI,Success,2025-09-19 19:41:18
38808,38808,53.71,UPI,Success,2025-09-19 19:57:36
38809,38809,231.81,Wallet,Success,2025-09-19 20:15:30
38810,38810,0.0,UPI,Not_Applicable,
38811,38811,89.38,Wallet,Success,2025-09-19 20:30:36
38812,38812,0.0,UPI,Not_Applicable,
38813,38813,167.8,Wallet,Success,2025-09-19 20:43:24
38814,38814,57.9,Cash,Success,2025-09-19 20:56:30
38815,38815,0.0,UPI,Not_Applicable,
38816,38816,91.3,Cash,Success,2025-09-19 21:06:30
38817,38817,409.7,UPI,Success,2025-09-19 21:21:48
38818,38818,69.69,Cash,Success,2025-09-19 21:13:18
38819,38819,152.34,Card,Success,2025-09-19 22:16:24
38820,38820,106.26,Card,Success,2025-09-19 21:44:24
38821,38821,64.75,Card,Success,2025-09-19 22:08:00
38822,38822,83.87,Cash,Success,2025-09-19 22:43:54
38823,38823,370.8,Wallet,Success,2025-09-19 23:39:30
38824,38824,167.5,UPI,Success,2025-09-19 23:02:00
38825,38825,0.0,UPI,Not_Applicable,
38826,38826,213.27,Cash,Success,2025-09-20 00:11:48
38827,38827,0.0,Card,Not_Applicable,
38828,38828,0.0,UPI,Not_Applicable,
38829,38829,182.77,UPI,Success,2025-09-20 02:24:42
38830,38830,318.67,Wallet,Success,2025-09-20 03:11:00
38831,38831,0.0,UPI,Not_Applicable,
38832,38832,253.26,Wallet,Success,2025-09-20 05:09:06
38833,38833,192.08,Card,Success,2025-09-20 05:27:24
38834,38834,104.76,Card,Success,2025-09-20 05:45:48
38835,38835,191.02,Wallet,Success,2025-09-20 06:15:24
38836,38836,52.38,Card,Success,2025-09-20 05:51:18
38837,38837,235.12,Cash,Success,2025-09-20 06:23:18
38838,38838,0.0,UPI,Not_Applicable,
38839,38839,392.09,UPI,Success,2025-09-20 06:42:18
38840,38840,70.09,UPI,Success,2025-09-20 07:17:06
38841,38841,240.61,Wallet,Success,2025-09-20 07:24:18
38842,38842,687.7,Card,Success,2025-09-20 08:27:30
38843,38843,70.06,UPI,Success,2025-09-20 07:31:42
38844,38844,198.97,Wallet,Success,2025-09-20 07:40:48
38845,38845,133.87,Cash,Success,2025-09-20 07:37:30
38846,38846,44.4,Card,Success,2025-09-20 07:46:54
38847,38847,106.12,Card,Refunded,2025-09-20 07:48:48
38848,38848,55.35,Cash,Failed,2025-09-20 08:06:00
38849,38849,259.87,Card,Success,2025-09-20 08:44:18
38850,38850,0.0,UPI,Not_Applicable,
38851,38851,56.46,Card,Success,2025-09-20 08:17:00
38852,38852,0.0,Wallet,Not_Applicable,
38853,38853,0.0,Card,Not_Applicable,
38854,38854,39.2,Cash,Success,2025-09-20 08:24:00
38855,38855,78.9,UPI,Success,2025-09-20 08:30:30
38856,38856,0.0,Cash,Not_Applicable,
38857,38857,337.97,Card,Success,2025-09-20 08:47:36
38858,38858,0.0,Wallet,Not_Applicable,
38859,38859,70.87,Cash,Success,2025-09-20 08:49:00
38860,38860,0.0,UPI,Not_Applicable,
38861,38861,333.53,Card,Success,2025-09-20 09:15:48
38862,38862,31.18,Cash,Success,2025-09-20 08:40:12
38863,38863,113.82,UPI,Success,2025-09-20 08:58:12
38864,38864,0.0,Cash,Not_Applicable,
38865,38865,61.04,Wallet,Success,2025-09-20 09:05:30
38866,38866,331.53,UPI,Success,2025-09-20 09:07:12
38867,38867,229.62,Cash,Success,2025-09-20 09:11:42
38868,38868,55.17,Card,Success,2025-09-20 09:14:42
38869,38869,298.67,UPI,Success,2025-09-20 09:32:12
38870,38870,72.8,UPI,Success,2025-09-20 09:15:00
38871,38871,128.34,Card,Success,2025-09-20 09:37:48
38872,38872,0.0,UPI,Not_Applicable,
38873,38873,49.96,Wallet,Success,2025-09-20 09:38:54
38874,38874,102.79,Card,Success,2025-09-20 09:52:36
38875,38875,186.63,Wallet,Success,2025-09-20 10:04:00
38876,38876,114.43,Wallet,Failed,2025-09-20 09:57:24
38877,38877,0.0,UPI,Not_Applicable,
38878,38878,243.11,UPI,Success,2025-09-20 10:00:24
38879,38879,74.69,UPI,Success,2025-09-20 10:10:12
38880,38880,0.0,Card,Not_Applicable,
38881,38881,146.86,Card,Success,2025-09-20 10:28:24
38882,38882,0.0,Card,Not_Applicable,
38883,38883,430.06,UPI,Success,2025-09-20 11:09:00
38884,38884,196.76,Cash,Success,2025-09-20 10:52:30
38885,38885,65.05,UPI,Success,2025-09-20 10:55:00
38886,38886,433.65,UPI,Success,2025-09-20 11:23:00
38887,38887,111.28,Wallet,Success,2025-09-20 11:15:42
38888,38888,132.89,UPI,Success,2025-09-20 11:11:06
38889,38889,36.43,Wallet,Success,2025-09-20 10:55:00
38890,38890,161.75,UPI,Success,2025-09-20 11:51:06
38891,38891,87.73,Wallet,Success,2025-09-20 12:03:42
38892,38892,95.61,UPI,Success,2025-09-20 12:44:18
38893,38893,147.76,Card,Success,2025-09-20 12:46:24
38894,38894,145.28,Card,Success,2025-09-20 12:49:42
38895,38895,64.96,UPI,Success,2025-09-20 12:37:42
38896,38896,256.55,UPI,Success,2025-09-20 13:15:18
38897,38897,102.37,Wallet,Success,2025-09-20 12:56:30
38898,38898,325.89,Wallet,Success,2025-09-20 13:31:00
38899,38899,0.0,UPI,Not_Applicable,
38900,38900,0.0,Card,Not_Applicable,
38901,38901,65.64,Card,Success,2025-09-20 13:43:48
38902,38902,157.34,UPI,Success,2025-09-20 14:19:36
38903,38903,56.56,UPI,Success,2025-09-20 14:04:48
38904,38904,64.99,Wallet,Success,2025-09-20 14:07:12
38905,38905,0.0,Cash,Not_Applicable,
38906,38906,93.16,UPI,Refunded,2025-09-20 14:28:12
38907,38907,32.48,Card,Success,2025-09-20 14:25:00
38908,38908,189.95,Cash,Success,2025-09-20 14:39:42
38909,38909,116.45,Wallet,Success,2025-09-20 14:28:00
38910,38910,267.46,Card,Success,2025-09-20 14:59:00
38911,38911,123.59,Card,Success,2025-09-20 15:14:36
38912,38912,190.49,Cash,Success,2025-09-20 15:12:36
38913,38913,161.64,UPI,Success,2025-09-20 15:51:06
38914,38914,103.51,UPI,Success,2025-09-20 16:17:24
38915,38915,44.02,Wallet,Success,2025-09-20 15:58:36
38916,38916,0.0,Wallet,Not_Applicable,
38917,38917,192.19,Wallet,Success,2025-09-20 16:19:30
38918,38918,136.95,Card,Success,2025-09-20 16:58:54
38919,38919,0.0,Wallet,Not_Applicable,
38920,38920,35.03,Cash,Success,2025-09-20 16:25:36
38921,38921,404.91,Wallet,Success,2025-09-20 16:51:18
38922,38922,223.14,Card,Success,2025-09-20 17:20:48
38923,38923,0.0,UPI,Not_Applicable,
38924,38924,123.23,Wallet,Success,2025-09-20 16:56:48
38925,38925,0.0,Wallet,Not_Applicable,
38926,38926,87.78,UPI,Success,2025-09-20 17:00:24
38927,38927,87.99,Cash,Success,2025-09-20 16:55:36
38928,38928,49.95,Wallet,Success,2025-09-20 17:11:12
38929,38929,146.43,UPI,Success,2025-09-20 17:20:36
38930,38930,0.0,Wallet,Not_Applicable,
38931,38931,61.62,Card,Success,2025-09-20 17:12:06
38932,38932,18.16,UPI,Success,2025-09-20 17:19:00
38933,38933,0.0,UPI,Not_Applicable,
38934,38934,378.03,Card,Success,2025-09-20 17:40:24
38935,38935,0.0,Cash,Not_Applicable,
38936,38936,218.79,Card,Success,2025-09-20 18:02:12
38937,38937,192.74,UPI,Success,2025-09-20 18:10:54
38938,38938,364.65,Wallet,Success,2025-09-20 18:11:36
38939,38939,77.75,Card,Success,2025-09-20 18:14:42
38940,38940,103.39,UPI,Success,2025-09-20 17:54:24
38941,38941,0.0,Card,Not_Applicable,
38942,38942,143.31,Card,Success,2025-09-20 18:17:30
38943,38943,38.52,Card,Success,2025-09-20 18:10:42
38944,38944,135.75,Cash,Success,2025-09-20 18:21:00
38945,38945,308.13,UPI,Success,2025-09-20 19:00:12
38946,38946,0.0,UPI,Not_Applicable,
38947,38947,172.58,UPI,Success,2025-09-20 18:26:36
38948,38948,0.0,UPI,Not_Applicable,
38949,38949,133.54,UPI,Success,2025-09-20 18:53:48
38950,38950,167.18,UPI,Success,2025-09-20 18:59:00
38951,38951,170.29,UPI,Success,2025-09-20 18:55:00
38952,38952,74.9,Cash,Success,2025-09-20 18:42:00
38953,38953,258.81,UPI,Success,2025-09-20 18:51:18
38954,38954,301.17,UPI,Success,2025-09-20 19:12:42
38955,38955,97.07,Wallet,Success,2025-09-20 19:07:42
38956,38956,0.0,Card,Not_Applicable,
38957,38957,101.21,Wallet,Success,2025-09-20 18:58:54
38958,38958,169.93,Card,Success,2025-09-20 19:09:30
38959,38959,327.53,Card,Success,2025-09-20 19:49:42
38960,38960,385.63,UPI,Success,2025-09-20 19:50:42
38961,38961,81.3,Card,Success,2025-09-20 20:07:24
38962,38962,0.0,UPI,Not_Applicable,
38963,38963,65.54,Cash,Success,2025-09-20 19:52:30
38964,38964,69.67,Wallet,Success,2025-09-20 19:58:00
38965,38965,72.06,Card,Success,2025-09-20 20:20:00
38966,38966,82.91,Card,Success,2025-09-20 19:59:00
38967,38967,578.45,Wallet,Success,2025-09-20 20:50:48
38968,38968,115.7,UPI,Success,2025-09-20 20:48:36
38969,38969,255.53,Card,Success,2025-09-20 20:33:06
38970,38970,45.78,Card,Success,2025-09-20 20:32:42
38971,38971,0.0,Wallet,Not_Applicable,
38972,38972,101.39,Wallet,Success,2025-09-20 20:58:00
38973,38973,839.36,Card,Success,2025-09-20 21:58:48
38974,38974,58.98,Cash,Success,2025-09-20 21:30:30
38975,38975,214.54,UPI,Success,2025-09-20 21:36:24
38976,38976,298.59,Cash,Success,2025-09-20 22:12:36
38977,38977,115.34,Card,Success,2025-09-20 22:39:36
38978,38978,64.49,UPI,Success,2025-09-20 22:52:54
38979,38979,38.91,Card,Success,2025-09-20 23:37:12
38980,38980,107.99,UPI,Success,2025-09-20 23:56:30
38981,38981,427.08,Wallet,Success,2025-09-21 00:20:24
38982,38982,56.01,Card,Success,2025-09-21 00:49:54
38983,38983,190.25,UPI,Success,2025-09-21 00:42:06
38984,38984,0.0,UPI,Not_Applicable,
38985,38985,266.49,Wallet,Success,2025-09-21 02:32:36
38986,38986,0.0,UPI,Not_Applicable,
38987,38987,84.48,Cash,Success,2025-09-21 03:27:00
38988,38988,69.68,Wallet,Success,2025-09-21 05:03:06
38989,38989,106.08,UPI,Success,2025-09-21 05:19:00
38990,38990,169.59,Wallet,Success,2025-09-21 06:06:30
38991,38991,0.0,Card,Not_Applicable,
38992,38992,138.69,Wallet,Success,2025-09-21 07:00:42
38993,38993,78.5,UPI,Success,2025-09-21 07:02:18
38994,38994,92.99,UPI,Success,2025-09-21 07:23:24
38995,38995,122.77,Card,Success,2025-09-21 07:12:12
38996,38996,172.48,UPI,Success,2025-09-21 07:30:36
38997,38997,57.34,Wallet,Success,2025-09-21 07:33:36
38998,38998,137.86,Wallet,Success,2025-09-21 07:33:00
38999,38999,0.0,Cash,Not_Applicable,
39000,39000,77.61,Card,Success,2025-09-21 07:58:42
39001,39001,45.07,UPI,Success,2025-09-21 07:48:30
39002,39002,67.42,Card,Success,2025-09-21 07:58:36
39003,39003,225.38,UPI,Success,2025-09-21 08:11:00
39004,39004,0.0,Wallet,Not_Applicable,
39005,39005,112.61,Card,Refunded,2025-09-21 08:02:48
39006,39006,48.86,Wallet,Success,2025-09-21 08:15:18
39007,39007,422.96,Card,Success,2025-09-21 08:35:30
39008,39008,246.5,UPI,Success,2025-09-21 08:27:36
39009,39009,58.77,Card,Success,2025-09-21 08:29:30
39010,39010,0.0,UPI,Not_Applicable,
39011,39011,145.19,Wallet,Success,2025-09-21 08:40:30
39012,39012,0.0,Wallet,Not_Applicable,
39013,39013,71.66,Card,Success,2025-09-21 08:43:12
39014,39014,0.0,Wallet,Not_Applicable,
39015,39015,0.0,Wallet,Not_Applicable,
39016,39016,0.0,UPI,Not_Applicable,
39017,39017,168.42,UPI,Success,2025-09-21 08:59:24
39018,39018,0.0,Card,Not_Applicable,
39019,39019,48.76,UPI,Success,2025-09-21 09:03:54
39020,39020,99.55,Card,Success,2025-09-21 08:56:00
39021,39021,0.0,Card,Not_Applicable,
39022,39022,256.11,UPI,Success,2025-09-21 09:24:54
39023,39023,0.0,UPI,Not_Applicable,
39024,39024,106.6,Card,Success,2025-09-21 09:47:48
39025,39025,116.19,Wallet,Success,2025-09-21 09:48:00
39026,39026,0.0,UPI,Not_Applicable,
39027,39027,87.97,Wallet,Success,2025-09-21 10:08:36
39028,39028,58.58,UPI,Success,2025-09-21 09:46:24
39029,39029,159.03,Wallet,Success,2025-09-21 09:50:18
39030,39030,151.96,UPI,Success,2025-09-21 10:13:54
39031,39031,74.94,UPI,Success,2025-09-21 10:23:18
39032,39032,290.18,Wallet,Success,2025-09-21 10:51:24
39033,39033,314.65,Card,Success,2025-09-21 11:27:12
39034,39034,99.04,Card,Success,2025-09-21 11:08:24
39035,39035,0.0,Wallet,Not_Applicable,
39036,39036,219.43,Wallet,Success,2025-09-21 12:08:12
39037,39037,272.76,UPI,Success,2025-09-21 12:34:30
39038,39038,69.77,Card,Success,2025-09-21 12:31:36
39039,39039,95.76,UPI,Success,2025-09-21 12:35:24
39040,39040,89.44,Card,Success,2025-09-21 12:46:42
39041,39041,86.62,Cash,Success,2025-09-21 12:51:48
39042,39042,136.43,Card,Success,2025-09-21 13:04:24
39043,39043,45.43,Wallet,Success,2025-09-21 12:55:36
39044,39044,102.33,UPI,Success,2025-09-21 13:09:00
39045,39045,51.71,UPI,Success,2025-09-21 13:28:30
39046,39046,336.51,Card,Success,2025-09-21 13:21:06
39047,39047,0.0,UPI,Not_Applicable,
39048,39048,214.95,Card,Success,2025-09-21 13:29:06
39049,39049,93.12,Card,Success,2025-09-21 13:56:18
39050,39050,70.97,Card,Success,2025-09-21 14:17:12
39051,39051,83.45,Wallet,Success,2025-09-21 13:54:42
39052,39052,51.26,Cash,Success,2025-09-21 14:13:48
